ANIO|CLAVE DEL FORMULARIO|CLAVE DE LA ENTIDAD|TIPO DE CLIENTE O USUARIO|CLASIFICACION POR GRADO DE RIESGO|PAIS DE NACIONALIDAD|PAIS DE RESIDENCIA|ENTIDAD FEDERATIVA DE RESIDENCIA|ACTIVIDAD ECONOMICA|NUMERO TOTAL DE CLIENTES O USUARIOS
2025|A1|29037|05  |1|157|157|19|00000000003229045|1
2025|A1|29037|05  |1|157|157|19|00000000003516054|1
2025|A1|29037|05  |1|157|157|19|00000000003699024|1
2025|A1|29037|05  |1|157|157|19|00000000003932010|1
2025|A1|29037|05  |1|157|157|19|00000000006131023|2
2025|A1|29037|05  |1|157|157|19|00000000006132013|1
2025|A1|29037|05  |1|157|157|19|00000000006135017|2
2025|A1|29037|05  |1|157|157|19|00000000006211023|1
2025|A1|29037|05  |1|157|157|19|00000000006212013|1
2025|A1|29037|05  |1|157|157|19|00000000006225024|1
2025|A1|29037|05  |1|157|157|19|00000000006719019|1
2025|A1|29037|05  |1|157|157|19|00000000006815015|1
2025|A1|29037|05  |1|157|157|19|00000000007113012|1
2025|A1|29037|05  |1|157|157|19|00000000007114010|1
2025|A1|29037|05  |1|157|157|19|00000000007119010|1
2025|A1|29037|05  |1|157|157|19|00000000008400004|3
2025|A1|29037|05  |1|157|157|19|00000000008413015|1
2025|A1|29037|05  |1|157|157|19|00000000008700008|1
2025|A1|29037|05  |1|157|157|19|00000000008933013|4
2025|A1|29037|05  |1|157|157|19|00000000008944098|4
2025|A1|29037|05  |1|157|157|19|00000000009213018|2
2025|A1|29037|05  |1|157|157|19|00000000009411998|2
2025|A1|29037|05  |1|157|157|19|00000000009506009|3
2025|A1|29037|05  |1|157|157|19|00000000009999999|5
2025|A1|29037|05  |1|157|157|19|00000000|4
2025|A1|29037|15 PEP|1|157|157|19|00000000002094027|1
2025|A1|29037|15 PEP|1|157|157|19|00000000004111936|1
2025|A1|29037|15 PEP|1|157|157|19|00000000006132013|1
2025|A1|29037|15 PEP|1|157|157|19|00000000006999108|1
2025|A1|29037|15 PEP|1|157|157|19|00000000007113012|2
2025|A1|29037|15 PEP|1|157|157|19|00000000008133035|1
2025|A1|29037|15 PEP|1|157|157|19|00000000008400004|1
2025|A1|29037|15 PEP|1|157|157|19|00000000008712011|1
2025|A1|29037|15 PEP|1|157|157|19|00000000008939011|1
2025|A1|29037|15 PEP|1|157|157|19|00000000008944098|14
2025|A1|29037|15 PEP|1|157|157|19|00000000008991011|3
2025|A1|29037|15 PEP|1|157|157|19|00000000009411998|1
2025|A1|29037|15 PEP|1|157|157|19|00000000009502007|1
2025|A1|29037|15 PEP|1|157|157|19|00000000009506009|6
2025|A1|29037|15 PEP|1|157|157|19|00000000009999999|9
